actualStartTime,description,tournamentLevel,matchNumber,scoreRedFinal,scoreRedFoul,scoreRedAuto,scoreBlueFinal,scoreBlueFoul,scoreBlueAuto,postResultTime,teams
2017-03-31T17:17:22.0666667,Qualification 56,Qualification,56,230,0,10,180,0,10,2017-03-31T17:20:01.6466667,"[{'teamNumber': 2526, 'station': 'Red1', 'dq': False}, {'teamNumber': 2136, 'station': 'Red2', 'dq': False}, {'teamNumber': 1625, 'station': 'Red3', 'dq': False}, {'teamNumber': 2725, 'station': 'Blue1', 'dq': False}, {'teamNumber': 2781, 'station': 'Blue2', 'dq': False}, {'teamNumber': 4787, 'station': 'Blue3', 'dq': False}]"
2017-03-31T17:25:04.0966667,Qualification 57,Qualification,57,255,0,75,243,0,23,2017-03-31T17:27:49.9466667,"[{'teamNumber': 4241, 'station': 'Red1', 'dq': False}, {'teamNumber': 1511, 'station': 'Red2', 'dq': False}, {'teamNumber': 3061, 'station': 'Red3', 'dq': False}, {'teamNumber': 2338, 'station': 'Blue1', 'dq': False}, {'teamNumber': 4979, 'station': 'Blue2', 'dq': False}, {'teamNumber': 1592, 'station': 'Blue3', 'dq': False}]"
2017-04-01T08:58:47.24,Qualification 58,Qualification,58,190,25,75,251,5,10,2017-04-01T09:01:27.91,"[{'teamNumber': 4645, 'station': 'Red1', 'dq': False}, {'teamNumber': 2039, 'station': 'Red2', 'dq': False}, {'teamNumber': 1939, 'station': 'Red3', 'dq': False}, {'teamNumber': 2451, 'station': 'Blue1', 'dq': False}, {'teamNumber': 5125, 'station': 'Blue2', 'dq': False}, {'teamNumber': 1288, 'station': 'Blue3', 'dq': False}]"
2017-04-01T09:10:11.7333333,Qualification 59,Qualification,59,155,0,75,140,0,10,2017-04-01T09:13:12.5633333,"[{'teamNumber': 5847, 'station': 'Red1', 'dq': False}, {'teamNumber': 5811, 'station': 'Red2', 'dq': False}, {'teamNumber': 1723, 'station': 'Red3', 'dq': False}, {'teamNumber': 2709, 'station': 'Blue1', 'dq': False}, {'teamNumber': 111, 'station': 'Blue2', 'dq': False}, {'teamNumber': 3734, 'station': 'Blue3', 'dq': False}]"
2017-04-01T09:27:16.7533333,Qualification 60,Qualification,60,143,0,13,255,0,75,2017-04-01T09:29:59.94,"[{'teamNumber': 1781, 'station': 'Red1', 'dq': False}, {'teamNumber': 3110, 'station': 'Red2', 'dq': False}, {'teamNumber': 5934, 'station': 'Red3', 'dq': False}, {'teamNumber': 3488, 'station': 'Blue1', 'dq': False}, {'teamNumber': 3352, 'station': 'Blue2', 'dq': False}, {'teamNumber': 3138, 'station': 'Blue3', 'dq': False}]"
2017-04-01T09:35:29.2966667,Qualification 61,Qualification,61,310,5,75,216,0,84,2017-04-01T09:38:11.29,"[{'teamNumber': 1405, 'station': 'Red1', 'dq': False}, {'teamNumber': 2022, 'station': 'Red2', 'dq': False}, {'teamNumber': 16, 'station': 'Red3', 'dq': False}, {'teamNumber': 4524, 'station': 'Blue1', 'dq': False}, {'teamNumber': 144, 'station': 'Blue2', 'dq': False}, {'teamNumber': 3620, 'station': 'Blue3', 'dq': False}]"
2017-04-01T09:42:44.38,Qualification 62,Qualification,62,235,0,15,145,5,10,2017-04-01T09:45:56.91,"[{'teamNumber': 4292, 'station': 'Red1', 'dq': False}, {'teamNumber': 5822, 'station': 'Red2', 'dq': False}, {'teamNumber': 101, 'station': 'Red3', 'dq': False}, {'teamNumber': 1739, 'station': 'Blue1', 'dq': False}, {'teamNumber': 3067, 'station': 'Blue2', 'dq': False}, {'teamNumber': 4241, 'station': 'Blue3', 'dq': False}]"
2017-04-01T09:48:58.33,Qualification 63,Qualification,63,165,0,75,305,0,75,2017-04-01T09:51:41.3833333,"[{'teamNumber': 2709, 'station': 'Red1', 'dq': False}, {'teamNumber': 1511, 'station': 'Red2', 'dq': False}, {'teamNumber': 2781, 'station': 'Red3', 'dq': False}, {'teamNumber': 1736, 'station': 'Blue1', 'dq': False}, {'teamNumber': 4979, 'station': 'Blue2', 'dq': False}, {'teamNumber': 4213, 'station': 'Blue3', 'dq': False}]"
2017-04-01T09:56:12.9766667,Qualification 64,Qualification,64,255,0,75,215,5,75,2017-04-01T09:59:06.1033333,"[{'teamNumber': 5811, 'station': 'Red1', 'dq': False}, {'teamNumber': 3352, 'station': 'Red2', 'dq': False}, {'teamNumber': 4096, 'station': 'Red3', 'dq': False}, {'teamNumber': 5847, 'station': 'Blue1', 'dq': False}, {'teamNumber': 2039, 'station': 'Blue2', 'dq': False}, {'teamNumber': 1625, 'station': 'Blue3', 'dq': False}]"
2017-04-01T10:03:53.2766667,Qualification 65,Qualification,65,307,0,86,175,0,5,2017-04-01T10:06:33.44,"[{'teamNumber': 1723, 'station': 'Red1', 'dq': False}, {'teamNumber': 2338, 'station': 'Red2', 'dq': False}, {'teamNumber': 3138, 'station': 'Red3', 'dq': False}, {'teamNumber': 4284, 'station': 'Blue1', 'dq': False}, {'teamNumber': 4655, 'station': 'Blue2', 'dq': False}, {'teamNumber': 4524, 'station': 'Blue3', 'dq': False}]"
2017-04-01T10:11:47.4833333,Qualification 66,Qualification,66,181,30,21,271,0,102,2017-04-01T10:14:40.3833333,"[{'teamNumber': 6651, 'station': 'Red1', 'dq': False}, {'teamNumber': 4645, 'station': 'Red2', 'dq': False}, {'teamNumber': 1592, 'station': 'Red3', 'dq': False}, {'teamNumber': 1986, 'station': 'Blue1', 'dq': False}, {'teamNumber': 5822, 'station': 'Blue2', 'dq': False}, {'teamNumber': 5934, 'station': 'Blue3', 'dq': False}]"
2017-04-01T10:18:35.1966667,Qualification 67,Qualification,67,90,0,10,315,0,85,2017-04-01T10:21:23.1,"[{'teamNumber': 1739, 'station': 'Red1', 'dq': False}, {'teamNumber': 3488, 'station': 'Red2', 'dq': False}, {'teamNumber': 2725, 'station': 'Red3', 'dq': False}, {'teamNumber': 1756, 'station': 'Blue1', 'dq': False}, {'teamNumber': 3061, 'station': 'Blue2', 'dq': False}, {'teamNumber': 3620, 'station': 'Blue3', 'dq': False}]"
2017-04-01T10:25:04.49,Qualification 68,Qualification,68,246,0,97,355,50,75,2017-04-01T10:27:44.6766667,"[{'teamNumber': 3110, 'station': 'Red1', 'dq': False}, {'teamNumber': 4787, 'station': 'Red2', 'dq': False}, {'teamNumber': 2451, 'station': 'Red3', 'dq': False}, {'teamNumber': 1405, 'station': 'Blue1', 'dq': False}, {'teamNumber': 101, 'station': 'Blue2', 'dq': False}, {'teamNumber': 1288, 'station': 'Blue3', 'dq': False}]"
2017-04-01T10:31:31.5166667,Qualification 69,Qualification,69,95,0,15,172,25,17,2017-04-01T10:34:11.6333333,"[{'teamNumber': 5350, 'station': 'Red1', 'dq': False}, {'teamNumber': 3734, 'station': 'Red2', 'dq': False}, {'teamNumber': 144, 'station': 'Red3', 'dq': False}, {'teamNumber': 5125, 'station': 'Blue1', 'dq': False}, {'teamNumber': 3067, 'station': 'Blue2', 'dq': False}, {'teamNumber': 2526, 'station': 'Blue3', 'dq': False}]"
2017-04-01T10:38:45.0766667,Qualification 70,Qualification,70,287,25,21,160,0,70,2017-04-01T10:41:54.86,"[{'teamNumber': 1939, 'station': 'Red1', 'dq': False}, {'teamNumber': 16, 'station': 'Red2', 'dq': False}, {'teamNumber': 4292, 'station': 'Red3', 'dq': False}, {'teamNumber': 2136, 'station': 'Blue1', 'dq': False}, {'teamNumber': 383, 'station': 'Blue2', 'dq': False}, {'teamNumber': 2704, 'station': 'Blue3', 'dq': False}]"
2017-04-01T10:45:38.3566667,Qualification 71,Qualification,71,255,0,75,276,0,75,2017-04-01T10:48:21.17,"[{'teamNumber': 2022, 'station': 'Red1', 'dq': False}, {'teamNumber': 2151, 'station': 'Red2', 'dq': False}, {'teamNumber': 1739, 'station': 'Red3', 'dq': False}, {'teamNumber': 111, 'station': 'Blue1', 'dq': False}, {'teamNumber': 1781, 'station': 'Blue2', 'dq': False}, {'teamNumber': 1625, 'station': 'Blue3', 'dq': False}]"
2017-04-01T10:54:02.9666667,Qualification 72,Qualification,72,299,0,26,232,25,77,2017-04-01T10:56:48.65,"[{'teamNumber': 2338, 'station': 'Red1', 'dq': False}, {'teamNumber': 2709, 'station': 'Red2', 'dq': False}, {'teamNumber': 3061, 'station': 'Red3', 'dq': False}, {'teamNumber': 3620, 'station': 'Blue1', 'dq': False}, {'teamNumber': 4645, 'station': 'Blue2', 'dq': False}, {'teamNumber': 4787, 'station': 'Blue3', 'dq': False}]"
2017-04-01T11:04:54.6466667,Qualification 73,Qualification,73,294,5,15,180,0,10,2017-04-01T11:07:35.53,"[{'teamNumber': 1288, 'station': 'Red1', 'dq': False}, {'teamNumber': 2781, 'station': 'Red2', 'dq': False}, {'teamNumber': 4096, 'station': 'Red3', 'dq': False}, {'teamNumber': 6651, 'station': 'Blue1', 'dq': False}, {'teamNumber': 5811, 'station': 'Blue2', 'dq': False}, {'teamNumber': 4524, 'station': 'Blue3', 'dq': False}]"
2017-04-01T11:11:22.5266667,Qualification 74,Qualification,74,355,50,72,215,0,75,2017-04-01T11:14:04.88,"[{'teamNumber': 5847, 'station': 'Red1', 'dq': False}, {'teamNumber': 144, 'station': 'Red2', 'dq': False}, {'teamNumber': 5934, 'station': 'Red3', 'dq': False}, {'teamNumber': 4292, 'station': 'Blue1', 'dq': False}, {'teamNumber': 2704, 'station': 'Blue2', 'dq': False}, {'teamNumber': 4284, 'station': 'Blue3', 'dq': False}]"
2017-04-01T11:19:05.1566667,Qualification 75,Qualification,75,260,25,15,290,25,75,2017-04-01T11:21:46.52,"[{'teamNumber': 383, 'station': 'Red1', 'dq': False}, {'teamNumber': 4241, 'station': 'Red2', 'dq': False}, {'teamNumber': 3734, 'station': 'Red3', 'dq': False}, {'teamNumber': 2039, 'station': 'Blue1', 'dq': False}, {'teamNumber': 3488, 'station': 'Blue2', 'dq': False}, {'teamNumber': 4213, 'station': 'Blue3', 'dq': False}]"
2017-04-01T11:27:12.6466667,Qualification 76,Qualification,76,255,0,75,276,25,105,2017-04-01T11:29:58.4066667,"[{'teamNumber': 4979, 'station': 'Red1', 'dq': False}, {'teamNumber': 2526, 'station': 'Red2', 'dq': False}, {'teamNumber': 1723, 'station': 'Red3', 'dq': False}, {'teamNumber': 1986, 'station': 'Blue1', 'dq': False}, {'teamNumber': 2151, 'station': 'Blue2', 'dq': False}, {'teamNumber': 1939, 'station': 'Blue3', 'dq': False}]"
2017-04-01T11:34:37.6033333,Qualification 77,Qualification,77,295,5,18,243,0,14,2017-04-01T11:37:28.9766667,"[{'teamNumber': 1592, 'station': 'Red1', 'dq': False}, {'teamNumber': 5125, 'station': 'Red2', 'dq': False}, {'teamNumber': 111, 'station': 'Red3', 'dq': False}, {'teamNumber': 2725, 'station': 'Blue1', 'dq': False}, {'teamNumber': 16, 'station': 'Blue2', 'dq': False}, {'teamNumber': 101, 'station': 'Blue3', 'dq': False}]"
2017-04-01T11:43:39.94,Qualification 78,Qualification,78,366,175,10,294,0,82,2017-04-01T11:47:35.5933333,"[{'teamNumber': 5822, 'station': 'Red1', 'dq': False}, {'teamNumber': 5350, 'station': 'Red2', 'dq': False}, {'teamNumber': 1511, 'station': 'Red3', 'dq': False}, {'teamNumber': 2451, 'station': 'Blue1', 'dq': False}, {'teamNumber': 3138, 'station': 'Blue2', 'dq': False}, {'teamNumber': 2022, 'station': 'Blue3', 'dq': False}]"
2017-04-01T11:51:33.0866667,Qualification 79,Qualification,79,115,0,75,308,0,78,2017-04-01T11:54:18.9666667,"[{'teamNumber': 1736, 'station': 'Red1', 'dq': False}, {'teamNumber': 2136, 'station': 'Red2', 'dq': False}, {'teamNumber': 3067, 'station': 'Red3', 'dq': False}, {'teamNumber': 4655, 'station': 'Blue1', 'dq': False}, {'teamNumber': 1405, 'station': 'Blue2', 'dq': False}, {'teamNumber': 3352, 'station': 'Blue3', 'dq': False}]"
2017-04-01T12:00:20.77,Qualification 80,Qualification,80,290,0,20,257,0,77,2017-04-01T12:03:02.8333333,"[{'teamNumber': 1781, 'station': 'Red1', 'dq': False}, {'teamNumber': 1756, 'station': 'Red2', 'dq': False}, {'teamNumber': 2039, 'station': 'Red3', 'dq': False}, {'teamNumber': 3110, 'station': 'Blue1', 'dq': False}, {'teamNumber': 4292, 'station': 'Blue2', 'dq': False}, {'teamNumber': 2338, 'station': 'Blue3', 'dq': False}]"
2017-04-01T13:34:57.0766667,Quarterfinal 1,Playoff,1,360,0,126,307,0,77,2017-04-01T13:37:41.1033333,"[{'teamNumber': 5847, 'station': 'Red1', 'dq': False}, {'teamNumber': 1986, 'station': 'Red2', 'dq': False}, {'teamNumber': 16, 'station': 'Red3', 'dq': False}, {'teamNumber': 1756, 'station': 'Blue1', 'dq': False}, {'teamNumber': 144, 'station': 'Blue2', 'dq': False}, {'teamNumber': 2526, 'station': 'Blue3', 'dq': False}]"
2017-04-01T13:42:25.0566667,Quarterfinal 2,Playoff,2,281,0,11,400,5,75,2017-04-01T13:45:10.2266667,"[{'teamNumber': 4096, 'station': 'Red1', 'dq': False}, {'teamNumber': 5822, 'station': 'Red2', 'dq': False}, {'teamNumber': 1736, 'station': 'Red3', 'dq': False}, {'teamNumber': 2338, 'station': 'Blue1', 'dq': False}, {'teamNumber': 1939, 'station': 'Blue2', 'dq': False}, {'teamNumber': 2039, 'station': 'Blue3', 'dq': False}]"
2017-04-01T13:51:24.9933333,Quarterfinal 3,Playoff,3,345,5,100,284,25,79,2017-04-01T13:54:10.93,"[{'teamNumber': 1625, 'station': 'Red1', 'dq': False}, {'teamNumber': 1511, 'station': 'Red2', 'dq': False}, {'teamNumber': 2451, 'station': 'Red3', 'dq': False}, {'teamNumber': 2022, 'station': 'Blue1', 'dq': False}, {'teamNumber': 1592, 'station': 'Blue2', 'dq': False}, {'teamNumber': 4655, 'station': 'Blue3', 'dq': False}]"
2017-04-01T13:58:34.3333333,Quarterfinal 4,Playoff,4,450,5,75,287,0,15,2017-04-01T14:01:18.65,"[{'teamNumber': 4213, 'station': 'Red1', 'dq': False}, {'teamNumber': 1405, 'station': 'Red2', 'dq': False}, {'teamNumber': 3620, 'station': 'Red3', 'dq': False}, {'teamNumber': 1288, 'station': 'Blue1', 'dq': False}, {'teamNumber': 111, 'station': 'Blue2', 'dq': False}, {'teamNumber': 1723, 'station': 'Blue3', 'dq': False}]"
2017-04-01T14:04:39.5433333,Quarterfinal 5,Playoff,5,310,0,53,308,0,77,2017-04-01T14:07:23.53,"[{'teamNumber': 5847, 'station': 'Red1', 'dq': False}, {'teamNumber': 1986, 'station': 'Red2', 'dq': False}, {'teamNumber': 16, 'station': 'Red3', 'dq': False}, {'teamNumber': 1756, 'station': 'Blue1', 'dq': False}, {'teamNumber': 144, 'station': 'Blue2', 'dq': False}, {'teamNumber': 2526, 'station': 'Blue3', 'dq': False}]"
2017-04-01T14:12:19.0566667,Quarterfinal 6,Playoff,6,309,0,72,287,0,16,2017-04-01T14:15:02.0366667,"[{'teamNumber': 4096, 'station': 'Red1', 'dq': False}, {'teamNumber': 5822, 'station': 'Red2', 'dq': False}, {'teamNumber': 1736, 'station': 'Red3', 'dq': False}, {'teamNumber': 2338, 'station': 'Blue1', 'dq': False}, {'teamNumber': 1939, 'station': 'Blue2', 'dq': False}, {'teamNumber': 2039, 'station': 'Blue3', 'dq': False}]"
2017-04-01T14:19:35.7,Quarterfinal 7,Playoff,7,340,5,109,287,0,17,2017-04-01T14:22:19.69,"[{'teamNumber': 1625, 'station': 'Red1', 'dq': False}, {'teamNumber': 1511, 'station': 'Red2', 'dq': False}, {'teamNumber': 2451, 'station': 'Red3', 'dq': False}, {'teamNumber': 2022, 'station': 'Blue1', 'dq': False}, {'teamNumber': 1592, 'station': 'Blue2', 'dq': False}, {'teamNumber': 4655, 'station': 'Blue3', 'dq': False}]"
2017-04-01T14:26:20.6,Quarterfinal 8,Playoff,8,470,25,75,235,0,15,2017-04-01T14:29:08.3066667,"[{'teamNumber': 4213, 'station': 'Red1', 'dq': False}, {'teamNumber': 1405, 'station': 'Red2', 'dq': False}, {'teamNumber': 3620, 'station': 'Red3', 'dq': False}, {'teamNumber': 1288, 'station': 'Blue1', 'dq': False}, {'teamNumber': 111, 'station': 'Blue2', 'dq': False}, {'teamNumber': 1723, 'station': 'Blue3', 'dq': False}]"
2017-04-01T14:33:03.2533333,Tiebreaker 2,Playoff,10,302,0,71,215,0,83,2017-04-01T14:35:51.8533333,"[{'teamNumber': 4096, 'station': 'Red1', 'dq': False}, {'teamNumber': 5822, 'station': 'Red2', 'dq': False}, {'teamNumber': 1736, 'station': 'Red3', 'dq': False}, {'teamNumber': 2338, 'station': 'Blue1', 'dq': False}, {'teamNumber': 1939, 'station': 'Blue2', 'dq': False}, {'teamNumber': 2039, 'station': 'Blue3', 'dq': False}]"
2017-04-01T14:45:29.0433333,Semifinal 1,Playoff,13,361,0,124,190,0,10,2017-04-01T14:48:37.1433333,"[{'teamNumber': 5847, 'station': 'Red1', 'dq': False}, {'teamNumber': 1986, 'station': 'Red2', 'dq': False}, {'teamNumber': 16, 'station': 'Red3', 'dq': False}, {'teamNumber': 1736, 'station': 'Blue1', 'dq': False}, {'teamNumber': 5822, 'station': 'Blue2', 'dq': False}, {'teamNumber': 4096, 'station': 'Blue3', 'dq': False}]"
2017-04-01T14:52:59.8033333,Semifinal 2,Playoff,14,366,0,81,330,25,75,2017-04-01T14:55:45.7833333,"[{'teamNumber': 1625, 'station': 'Red1', 'dq': False}, {'teamNumber': 1511, 'station': 'Red2', 'dq': False}, {'teamNumber': 2451, 'station': 'Red3', 'dq': False}, {'teamNumber': 3620, 'station': 'Blue1', 'dq': False}, {'teamNumber': 1405, 'station': 'Blue2', 'dq': False}, {'teamNumber': 4213, 'station': 'Blue3', 'dq': False}]"
2017-04-01T15:06:30.9566667,Semifinal 3,Playoff,15,367,0,131,193,0,13,2017-04-01T15:09:19.1666667,"[{'teamNumber': 5847, 'station': 'Red1', 'dq': False}, {'teamNumber': 1986, 'station': 'Red2', 'dq': False}, {'teamNumber': 16, 'station': 'Red3', 'dq': False}, {'teamNumber': 1736, 'station': 'Blue1', 'dq': False}, {'teamNumber': 5822, 'station': 'Blue2', 'dq': False}, {'teamNumber': 4096, 'station': 'Blue3', 'dq': False}]"
2017-04-01T15:14:00.0733333,Semifinal 4,Playoff,16,320,0,45,349,0,79,2017-04-01T15:17:23.4466667,"[{'teamNumber': 1625, 'station': 'Red1', 'dq': False}, {'teamNumber': 1511, 'station': 'Red2', 'dq': False}, {'teamNumber': 2451, 'station': 'Red3', 'dq': False}, {'teamNumber': 3620, 'station': 'Blue1', 'dq': False}, {'teamNumber': 1405, 'station': 'Blue2', 'dq': False}, {'teamNumber': 4213, 'station': 'Blue3', 'dq': False}]"
2017-04-01T15:28:37.8733333,Tiebreaker 2,Playoff,18,391,25,100,328,0,18,2017-04-01T15:31:55.4433333,"[{'teamNumber': 1625, 'station': 'Red1', 'dq': False}, {'teamNumber': 1511, 'station': 'Red2', 'dq': False}, {'teamNumber': 2451, 'station': 'Red3', 'dq': False}, {'teamNumber': 3620, 'station': 'Blue1', 'dq': False}, {'teamNumber': 1405, 'station': 'Blue2', 'dq': False}, {'teamNumber': 4213, 'station': 'Blue3', 'dq': False}]"
2017-04-01T15:43:42.3133333,Final 1,Playoff,19,349,0,131,371,0,94,2017-04-01T15:46:28.26,"[{'teamNumber': 5847, 'station': 'Red1', 'dq': False}, {'teamNumber': 1986, 'station': 'Red2', 'dq': False}, {'teamNumber': 16, 'station': 'Red3', 'dq': False}, {'teamNumber': 2451, 'station': 'Blue1', 'dq': False}, {'teamNumber': 1511, 'station': 'Blue2', 'dq': False}, {'teamNumber': 1625, 'station': 'Blue3', 'dq': False}]"
2017-04-01T15:59:06.94,Final 2,Playoff,20,327,5,66,274,0,92,2017-04-01T16:01:53.9733333,"[{'teamNumber': 5847, 'station': 'Red1', 'dq': False}, {'teamNumber': 1986, 'station': 'Red2', 'dq': False}, {'teamNumber': 16, 'station': 'Red3', 'dq': False}, {'teamNumber': 2451, 'station': 'Blue1', 'dq': False}, {'teamNumber': 1511, 'station': 'Blue2', 'dq': False}, {'teamNumber': 1625, 'station': 'Blue3', 'dq': False}]"
2017-04-01T16:13:11.78,Final 3,Playoff,21,260,25,65,326,5,33,2017-04-01T16:16:29.3566667,"[{'teamNumber': 5847, 'station': 'Red1', 'dq': False}, {'teamNumber': 1986, 'station': 'Red2', 'dq': False}, {'teamNumber': 16, 'station': 'Red3', 'dq': False}, {'teamNumber': 2451, 'station': 'Blue1', 'dq': False}, {'teamNumber': 1511, 'station': 'Blue2', 'dq': False}, {'teamNumber': 1625, 'station': 'Blue3', 'dq': False}]"
